Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
Oxt_GFP_M6_181203,mouse,NCBI:txid10090,OxtGFP-Oxt006,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Oxytocin/Oxytocin,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Oxt_GFP_M7_181206,mouse,NCBI:txid10090,OxtGFP-Oxt007,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Oxytocin/Oxytocin,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Oxt_GFP_M8_181220,mouse,NCBI:txid10090,OxtGFP-Oxt008,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Oxytocin/Oxytocin,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Oxt_GFP_M9_181221,mouse,NCBI:txid10090,OxtGFP-Oxt009,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Oxytocin/Oxytocin,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Pdyn_GFP_F1_191211,mouse,NCBI:txid10090,PdynGFP-Pdyn009,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q4,,,brain
Pdyn_GFP_F2_191212,mouse,NCBI:txid10090,PdynGFP-Pdyn010,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q4,,,brain
Pdyn_GFP_F3_191213,mouse,NCBI:txid10090,PdynGFP-Pdyn011,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q4,,,brain
Pdyn_GFP_F5_191216,mouse,NCBI:txid10090,PdynGFP-Pdyn012,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q4,,,brain
Pdyn_GFP_F6_200715,mouse,NCBI:txid10090,PdynGFP-Pdyn013,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Pdyn_GFP_F7_200717,mouse,NCBI:txid10090,PdynGFP-Pdyn014,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Pdyn_GFP_F8_200720,mouse,NCBI:txid10090,PdynGFP-Pdyn015,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Pdyn_GFP_F10_200727,mouse,NCBI:txid10090,PdynGFP-Pdyn016,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Pdyn_GFP_M1_191217,mouse,NCBI:txid10090,PdynGFP-Pdyn001,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q4,,,brain
Pdyn_GFP_M2_191218,mouse,NCBI:txid10090,PdynGFP-Pdyn002,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q4,,,brain
Pdyn_GFP_M3_191219,mouse,NCBI:txid10090,PdynGFP-Pdyn003,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q4,,,brain
Pdyn_GFP_M4_191220,mouse,NCBI:txid10090,PdynGFP-Pdyn004,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q4,,,brain
Pdyn_GFP_M5_191222,mouse,NCBI:txid10090,PdynGFP-Pdyn005,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Pdyn_GFP_M6_191223,mouse,NCBI:txid10090,PdynGFP-Pdyn006,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Pdyn_GFP_M7_191224,mouse,NCBI:txid10090,PdynGFP-Pdyn007,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Pdyn_GFP_M8_191227,mouse,NCBI:txid10090,PdynGFP-Pdyn008,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Pdyn_GFP_M9_191229,mouse,NCBI:txid10090,PdynGFP-Pdyn009,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Pdyn/Pdyn,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Pvalb-IRES-Cre;Ai75-278849,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-278849,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-295239,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-295239,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-295240,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-295240,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-302246,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-302246,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-302251,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-302251,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-313506,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-313506,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-313508,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-313508,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-313509,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-313509,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-315140,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-315140,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-315683,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-315683,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-315684,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-315684,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-324084,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-324084,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-333876,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-333876,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-339089,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-339089,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Pvalb-IRES-Cre;Ai75-385370,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai75-385370,Pvalb-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology,,brain
PvHG;1-8,mouse,NCBI:txid10090,PvHG;1-8,TBD,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology; Need genotype in LIMS,,brain
Rbp4_Ai75_F_341741_171019,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-341741,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_F_361758_180116,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-361758,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_F_362698_180119,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-362698,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_F_362700_180118,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-362700,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_F_392436_180620,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-392436,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_F_392438_180618,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-392438,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_M_353906_171207,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-353906,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_M_361753_180105,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-361753,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_M_361756_180115,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-361756,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_M_362696_180117,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-362696,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_M_392431_180617,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-392431,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4_Ai75_M_392433_180619,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-392433,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4-Cre_KL100;Ai75-361755,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-361755,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rbp4-Cre_KL100;Ai75-381877,mouse,NCBI:txid10090,Rbp4-Cre_KL100;Ai75-381877,Rbp4-Cre_KL100/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology,,brain
Rorb_Ai75_F_342481_180524,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-342481,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_F_343204_180527,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-343204,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_F_343205_180526,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-343205,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_F_347585_180607,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-347585,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_F_357499_180525,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-357499,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_F_365366_180520,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-365366,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_F_369282_180522,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-369282,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_M_361551_180515,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-361551,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_M_365363_180521,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-365363,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_M_365364_180519,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-365364,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb_Ai75_M_365365_180518,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-365365,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb-IRES2-Cre;Ai75-343201,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-343201,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Rorb-IRES2-Cre;Ai75-357494,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-357494,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology,,brain
Rorb-IRES2-Cre;Ai75-357495,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-357495,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology,,brain
Rorb-IRES2-Cre;Ai75-357498,mouse,NCBI:txid10090,Rorb-IRES2-Cre;Ai75-357498,Rorb-IRES2-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology,,brain
SERT_GFP_F1_200114,mouse,NCBI:txid10090,SERTGFP-Sert009,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
