Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes
AIBS_769144210,mouse,NCBI:txid10090,421120,Chat-IRES-Cre-neo/Chat-IRES-Cre-neo,connectivity,retrograde transsynaptic tracing,VII Facial motor nucleus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_707268655,mouse,NCBI:txid10090,391706,Chat-IRES-Cre-neo/Chat-IRES-Cre-neo,connectivity,retrograde transsynaptic tracing,XII Hypoglossal nucleus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_709455430,mouse,NCBI:txid10090,391702,Chat-IRES-Cre-neo/Chat-IRES-Cre-neo,connectivity,retrograde transsynaptic tracing,SI Substantia innominata,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_709455439,mouse,NCBI:txid10090,391704,Chat-IRES-Cre-neo/Chat-IRES-Cre-neo,connectivity,retrograde transsynaptic tracing,V Motor nucleus of trigeminal,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_698664325,mouse,NCBI:txid10090,389397,Chat-IRES-Cre-neo/Chat-IRES-Cre-neo,connectivity,retrograde transsynaptic tracing,III Oculomotor nucleus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_698664338,mouse,NCBI:txid10090,389396,Chat-IRES-Cre-neo/Chat-IRES-Cre-neo,connectivity,retrograde transsynaptic tracing,III Oculomotor nucleus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_673727673,mouse,NCBI:txid10090,375215,Chat-IRES-Cre-neo/wt;Chat-IRES-Cre-neo/wt,connectivity,retrograde transsynaptic tracing,SI Substantia innominata,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_475321641,mouse,NCBI:txid10090,,"Chrna2-Cre_OE25,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_484714195,mouse,NCBI:txid10090,,"Crh-IRES-Cre_BL,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_475321972,mouse,NCBI:txid10090,,"Ctgf-T2A-dgCre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_694433004,mouse,NCBI:txid10090,388637,Ctgf-T2A-dgCre/wt,connectivity,retrograde transsynaptic tracing,"ACAd Anterior cingulate area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_729807908,mouse,NCBI:txid10090,402891,Ctgf-T2A-dgCre/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_707287735,mouse,NCBI:txid10090,393662,Ctgf-T2A-dgCre/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_756576210,mouse,NCBI:txid10090,414889,Ctgf-T2A-dgCre/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_675857839,mouse,NCBI:txid10090,378887,Ctgf-T2A-dgCre/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_475322378,mouse,NCBI:txid10090,,"Cux2-CreERT2,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_717607029,mouse,NCBI:txid10090,399123,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_723636591,mouse,NCBI:txid10090,402639,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_723641804,mouse,NCBI:txid10090,402632,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_723642891,mouse,NCBI:txid10090,402635,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_726131075,mouse,NCBI:txid10090,403908,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ORBvl Orbital area, ventrolateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_730864891,mouse,NCBI:txid10090,358361,Fezf2-CreER/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732665241,mouse,NCBI:txid10090,339952,Gnb4-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732680042,mouse,NCBI:txid10090,351327,Plxnd1-CreER/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732680871,mouse,NCBI:txid10090,351331,Plxnd1-CreER/wt;PhiC31-neo/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732682350,mouse,NCBI:txid10090,355458,Plxnd1-CreER/wt;PhiC31-neo/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732683446,mouse,NCBI:txid10090,355459,Plxnd1-CreER/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732709249,mouse,NCBI:txid10090,373367,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732710254,mouse,NCBI:txid10090,373368,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732713516,mouse,NCBI:txid10090,381484,Vipr2-IRES2-Cre-neo/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_603197236,mouse,NCBI:txid10090,236174,Gnb4-IRES2-CreERT2/wt;Ai139(TIT2L-GFP-ICL-TPT)-hyg/wt,cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_712844124,mouse,NCBI:txid10090,314107,Plxnd1-CreER/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_712844138,mouse,NCBI:txid10090,297974,Gnb4-IRES2-CreERT2/wt;Ai140(TIT2L-GFP-ICL-tTA2)/wt,cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732664811,mouse,NCBI:txid10090,339951,Gnb4-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732702664,mouse,NCBI:txid10090,326952,Tlx3-Cre_PL56/wt;Ai82(TITL-GFP)/Ai161(TIT2L-GFP-ICR-tTA2),cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732706821,mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_732707727,mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),cell morphology,fMOST,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_fmost,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/luo/fMOST/},,2019Q1,
AIBS_726131084,mouse,NCBI:txid10090,403909,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_729122113,mouse,NCBI:txid10090,403911,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_732574048,mouse,NCBI:txid10090,406352,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ORBvl Orbital area, ventrolateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_742706649,mouse,NCBI:txid10090,410378,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_742706665,mouse,NCBI:txid10090,411779,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"AIp Agranular insular area, posterior part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_759689919,mouse,NCBI:txid10090,415339,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"RSPv Retrosplenial area, ventral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_759689927,mouse,NCBI:txid10090,415346,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,MOs Secondary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_759719906,mouse,NCBI:txid10090,415345,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_764740881,mouse,NCBI:txid10090,419234,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_764740889,mouse,NCBI:txid10090,419235,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_742706657,mouse,NCBI:txid10090,410373,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"RSPagl Retrosplenial area, lateral agranular part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_679097185,mouse,NCBI:txid10090,381323,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_681537021,mouse,NCBI:txid10090,381797,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ACAd Anterior cingulate area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_686171859,mouse,NCBI:txid10090,381327,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"RSPv Retrosplenial area, ventral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_656644855,mouse,NCBI:txid10090,366537,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-ul Primary somatosensory area, upper limb",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_656850195,mouse,NCBI:txid10090,368289,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,SSs Supplemental somatosensory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_656850210,mouse,NCBI:txid10090,368290,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,SSs Supplemental somatosensory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_669102543,mouse,NCBI:txid10090,378029,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ACAd Anterior cingulate area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_671539467,mouse,NCBI:txid10090,376224,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_654584345,mouse,NCBI:txid10090,358004,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_654586653,mouse,NCBI:txid10090,358005,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_654587288,mouse,NCBI:txid10090,358008,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,MOs Secondary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_656643859,mouse,NCBI:txid10090,366536,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-ul Primary somatosensory area, upper limb",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_789143230,mouse,NCBI:txid10090,428492,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISam Anteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1-U19-MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539059913/,,,
AIBS_789143239,mouse,NCBI:txid10090,428496,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISl Lateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1-U19-MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539059915/,,,
AIBS_799910284,mouse,NCBI:txid10090,428493,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1-U19-MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539059809/,,,
AIBS_803549408,mouse,NCBI:txid10090,435558,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ACAv Anterior cingulate area, ventral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1-U19-MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539057675/,,,
AIBS_811318825,mouse,NCBI:txid10090,438673,Cux2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1-U19-MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539056571/,,,
AIBS_475322569,mouse,NCBI:txid10090,,"Dbh-Cre_KH212,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_734919443,mouse,NCBI:txid10090,407815,Dbh-Cre_KH212/wt,connectivity,retrograde transsynaptic tracing,LC Locus ceruleus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_491762167,mouse,NCBI:txid10090,,"Dlg3-Cre_KG118,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_754872275,mouse,NCBI:txid10090,414606,Emx1-IRES-Cre/Emx1-IRES-Cre,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_545324266,mouse,NCBI:txid10090,,"Esr2-IRES2-Cre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_547584365,mouse,NCBI:txid10090,,Etv1-CreERT2,population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_538292049,mouse,NCBI:txid10090,,"Fezf2-CreER,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_569790752,mouse,NCBI:txid10090,,"Foxp2-IRES-Cre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_541708954,mouse,NCBI:txid10090,,"Gad2-IRES-Cre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_762079320,mouse,NCBI:txid10090,417238,Gad2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISl Lateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_762111352,mouse,NCBI:txid10090,417239,Gad2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISam Anteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_710318443,mouse,NCBI:txid10090,396359,Gad2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,RT Reticular nucleus of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
