Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Files per Sample
CEMBA181009-1_Tf10C,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd;AUDpo;AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,383
CEMBA181015-1_Tf10A,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,383
CEMBA181016-1_Tf9B,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam;VISa;VIS,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,380
CEMBA181204-1_Tm12B,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp;VISl;VISli,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,382
CEMBA190124-1_Hf9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H3;CEMBA180911_H4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,LP;SGN;LGd;PoT;SPFpLGv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2,379
CEMBA190212-1_Hf10C,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H3;CEMBA180911_H4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd;AUDpo;AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,768
CEMBA190213-1_Hm3D,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H1;CEMBA180911_H2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,764
CEMBA190220-1_Hm5A,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H1;CEMBA180911_H2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,755
CEMBA190530-1_Am7B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SSp,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,735
CEMBA190606-1_Am3D,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,746
CEMBA190606-1_Am5A,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A4;CEMBA190313_A3,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,745
CEMBA190621-1_Af10C,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd;AUDpo;AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,771
CEMBA190627-1_Af10A,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A2;CEMBA190313_A1,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,756
CEMBA190627-1_Am9B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam;VISa;VIS,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,752
CEMBA190702-1_Af12B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A2;CEMBA190313_A1,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp;VISl;VISli,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,731
CEMBA190709-1_Tf6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PH;PSTN;LHA;PM;ARH,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,755
CEMBA190718-1_Tf10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA;SNc;SNr;SNl,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4,746
