Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Files per Sample
10X191;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,VLN,cell nucleus,6385,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X191;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,DGR;CA4Rpy,cell nucleus,5750,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X191;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,DGR;CA4Rpy,cell nucleus,6023,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X191;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CoA,cell nucleus,5836,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X191;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CoA,cell nucleus,5887,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X192;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,VA,cell nucleus,4949,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X192;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,VA,cell nucleus,4646,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X192;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA3R,cell nucleus,4587,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X192;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA3R,cell nucleus,5049,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X192;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA1;2R,cell nucleus,5801,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X192;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA1;2R,cell nucleus,6196,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X192;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,HTHso,cell nucleus,4758,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X192;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,HTHso,cell nucleus,7234,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X193;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PAG,cell nucleus,5133,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X193;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PAG,cell nucleus,10552,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X193;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MN,cell nucleus,5535,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X193;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MN,cell nucleus,5914,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X193;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,LP;VPL,cell nucleus,11997,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X193;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,LP;VPL,cell nucleus,8458,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X193;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MD;Re,cell nucleus,9296,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X193;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MD;Re,cell nucleus,6207,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X194;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,La,cell nucleus,4952,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X194;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,La,cell nucleus,5056,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X194;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PAG;DR,cell nucleus,6860,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X194;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SN;RN,cell nucleus,8336,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X194;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SN;RN,cell nucleus,8656,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X194;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SN,cell nucleus,8656,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X194;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SN,cell nucleus,9260,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X203;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Sub,cell nucleus,4875,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X203;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Sub,cell nucleus,5168,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X203;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,BM,cell nucleus,5858,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X203;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,BM,cell nucleus,5718,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X203;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,HTHpo,cell nucleus,8502,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X203;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,HTHpo,cell nucleus,8528,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X204;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Cla,cell nucleus,5489,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X204;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Cla,cell nucleus,5584,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X204;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,IO,cell nucleus,6883,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X204;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,IO,cell nucleus,7410,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X204;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PnRF,cell nucleus,7892,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X205;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MoAN,cell nucleus,13465,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,9
10X205;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MoAN,cell nucleus,7715,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X205;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PnEN,cell nucleus,7619,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X205;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PnEN,cell nucleus,8747,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X205;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CMN,cell nucleus,7385,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X205;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CMN,cell nucleus,7568,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X205;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,BL,cell nucleus,7704,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X205;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,BL,cell nucleus,8652,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X206;1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA1,cell nucleus,8960,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X206;2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA1,cell nucleus,9252,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X206;3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Pul,cell nucleus,8987,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X206;4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Pul,cell nucleus,9459,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X206;5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA4Cpy;DGC,cell nucleus,8324,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X206;6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA4Cpy;DGC,cell nucleus,8390,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,8
10X206;7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA1C;CA3C,cell nucleus,9330,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X206;8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA1C;CA3C,cell nucleus,9633,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2019Q3,7
10X215-1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A35;A36,cell nucleus,5480,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,5
10X215-2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A35;A36,cell nucleus,5734,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,5
10X215-3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A1C,cell nucleus,5553,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,5
10X215-4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A1C,cell nucleus,5963,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,5
10X215-5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A40,cell nucleus,5657,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,5
10X215-6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A40,cell nucleus,6156,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,5
10X215-7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A23,cell nucleus,7723,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X215-8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A23,cell nucleus,7667,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X216-1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,TF,cell nucleus,4889,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X216-2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,TF,cell nucleus,4999,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X216-3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,STG,cell nucleus,6404,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X216-4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,STG,cell nucleus,6390,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X216-5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A29;A30,cell nucleus,6250,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X216-6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A29;A30,cell nucleus,6597,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,5
10X216-7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,6828,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,5
10X216-8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,6578,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X217-1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,ITG,cell nucleus,3363,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X217-2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,ITG,cell nucleus,3653,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X217-3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,LEC,cell nucleus,6086,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X217-4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,LEC,cell nucleus,6828,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X217-5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,DTg,cell nucleus,6926,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X217-6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,DTg,cell nucleus,7434,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X217-7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PB,cell nucleus,7882,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X217-8,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PB,cell nucleus,9397,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X218-1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SpC,cell nucleus,3916,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X218-2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SpC,cell nucleus,4650,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X218-3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MoSR,cell nucleus,2305,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X218-4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CbDN,cell nucleus,2981,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X218-5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CbDN,cell nucleus,5518,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,7
10X218-6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PN,cell nucleus,5895,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X218-7,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PN,cell nucleus,5788,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X227-1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PnAN,cell nucleus,6549,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X227-2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,PnAN,cell nucleus,3243,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X227-3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MoRF;MoEN,cell nucleus,6846,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X227-4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MoRF;MoEN,cell nucleus,7853,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X227-5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A24,cell nucleus,8769,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X227-6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A24,cell nucleus,9479,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X228-1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,S1C,cell nucleus,7370,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X228-2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,S1C,cell nucleus,7378,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X228-3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Idg,cell nucleus,9545,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X228-4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Idg,cell nucleus,9988,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X228-5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,ScC,cell nucleus,11318,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X228-6,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,ScC,cell nucleus,12444,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X229-1,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,DGR;CA4Rpy,cell nucleus,6057,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X229-2,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,DGR;CA4Rpy,cell nucleus,6103,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X229-3,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA1R;CA2R;CA3R,cell nucleus,6613,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X229-4,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA1R;CA2R;CA3R,cell nucleus,7891,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X229-5,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,DG;CA4,cell nucleus,5975,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X229-6,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,DG;CA4,cell nucleus,6667,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X229-7,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA2;CA3,cell nucleus,6750,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X229-8,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CA2;CA3,cell nucleus,6481,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
