data_collection_reference_id,data_collection_title,data_collection_short_title,data_collection_description,categorical_access_control_state,categorical_completion_state,last_updated_at_date
lein_great_ape_MTG_10x_marmoset,Common marmoset (Callithrix jacchus) middle temporal gyrus (MTG) snRNA-seq,Common marmoset MTG,10x v3 snRNA-seq data from the middle temporal gyrus (MTG) of common marmoset (Callithrix jacchus) neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,
lein_great_ape_MTG_10x_rhesus,Rhesus macaque (Macaca mulatta) middle temporal gyrus (MTG) snRNA-seq,Rhesus macaque MTG,10x v3 snRNA-seq data from the middle temporal gyrus (MTG) of rhesus macaque (Macaca mulatta) neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,
lein_great_ape_MTG_SSv4_chimpanzee,Chimpanzee (Pan troglodytes) middle temporal gyrus (MTG) snRNA-seq,Chimpanzee MTG,SSv4 v3 snRNA-seq data from the middle temporal gyrus (MTG) of chimpanzee (Pan troglodytes) neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,
lein_great_ape_MTG_SSv4_gorilla,Gorilla (Gorilla gorilla) middle temporal gyrus (MTG) snRNA-seq,Gorilla MTG,SSv4 v3 snRNA-seq data from the middle temporal gyrus (MTG) of gorilla (Gorilla gorilla) neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,
lein_great_ape_MTG_SSv4_human,Human (Homo sapiens) middle temporal gyrus (MTG) snRNA-seq,Human MTG,SSv4 snRNA-seq data from the middle temporal gyrus (MTG) of human (Homo sapiens) neocortex. Data is subject to Data Use Certification.,controlled,complete,
lein_hmba_nhp_pseq_e,Electrophysiology from NHP patch-seq experiments,NHP patch-seq ephys,Intinsic physiology of non-human primate neurons from patch-seq experiments,open,in progress,2023/08/01
lein_hmba_nhp_pseq_m,Cellular morphology from NHP patch-seq experiments,NHP patch-seq morphology,Local axonal/dendritic morphology of non-human primate neurons from patch-seq experiments,open,in progress,2023/08/01
lein_hmba_nhp_pseq_t,Transcriptomics from NHP patch-seq experiments,NHP patch-seq transcriptomics,single cell transcriptomics of non-human primate neurons from patch-seq experiments,open,in progress,2023/08/01
lein_human_cross-areal_10x_A1,Human primary auditory area (A1) snRNA-seq,Human A1,10x v3 snRNA-seq data from the primary auditory area (A1) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_10x_ACC,Human anterior cingulate cortex (ACC) snRNA-seq,Human ACC,10x v3 snRNA-seq data from the anterior cingulate cortex (ACC) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_10x_ANG,Human angular gyrus (ANG) snRNA-seq,Human ANG,10x v3 snRNA-seq data from the angular gyrus (ANG) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_10x_DLPFC,Human dorsolateral prefrontal area (DLPFC) snRNA-seq,Human DLPFC,10x v3 snRNA-seq data from the dorsolateral prefrontal area (DLPFC) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_10x_L5_controlled,Human neocortex layer 5 snRNA-seq,Human L5 MTG,"10x v3 snRNA-seq data from layer 5 of six human neocortical regions: middle temporal gyrus (MTG), dorsolateral prefrontal (DLPFC), anterior cingulate (ACC), primary auditory (A1), primary somatosensory (S1), and primary visual (V1). Data is subject to Data Use Certification.",controlled,complete,2023/08/01
lein_human_cross-areal_10x_M1,Human primary motor area (M1) snRNA-seq,Human M1,10x v3 snRNA-seq data from the primary motor area (M1) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_10x_MTG,Human middle temporal gyrus (MTG) snRNA-seq,Human MTG,10x v3 snRNA-seq data from the middle temporal gyrus (MTG) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_10x_S1,Human primary somatosensory area (S1) snRNA-seq,Human S1,10x v3 snRNA-seq data from the primary somatosensory area (S1) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_10x_V1,Human primary visual area (V1) snRNA-seq,Human V1,10x v3 snRNA-seq data from the primary visual area (V1) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_SSv4_A1,Human primary auditory area (A1) snRNA-seq,Human A1,SSv4 v3 snRNA-seq data from the primary auditory area (A1) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_SSv4_ACC,Human anterior cingulate cortex (ACC) snRNA-seq,Human ACC,SSv4 v3 snRNA-seq data from the anterior cingulate cortex (ACC) of human neocortex.  This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_SSv4_ANG,Human angular gyrus (ANG) snRNA-seq,Human ANG,SSv4 v3 snRNA-seq data from the angular gyrus (ANG) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_SSv4_DLPFC,Human dorsolateral prefrontal area (DLPFC) snRNA-seq,Human DLPFC,SSv4 v3 snRNA-seq data from the dorsolateral prefrontal area (DLPFC) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_SSv4_M1,Human primary motor area (M1) snRNA-seq,Human M1,SSv4 v3 snRNA-seq data from the primary motor area (M1) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_SSv4_MTG,Human middle temporal gyrus (MTG) snRNA-seq,Human MTG,SSv4 v3 snRNA-seq data from the middle temporal gyrus (MTG) of human neocortex. Data is subject to Data Use Certification.,controlled,complete,2023/08/01
lein_human_cross-areal_SSv4_S1,Human primary somatosensory area (S1) snRNA-seq,Human S1,SSv4 v3 snRNA-seq data from the primary somatosensory area (S1) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_cross-areal_SSv4_V1,Human primary visual area (V1) snRNA-seq,Human V1,SSv4 v3 snRNA-seq data from the primary visual area (V1) of human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2023/08/01
lein_human_pseq_e,Human neocortical patch-seq ephys,Patch-seq ephys,Electrophysiology data from Patch-seq experiments in human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2022/07/08
lein_human_pseq_m,Human neocortical patch-seq morphology,Patch-seq morph,Morphology data from Patch-seq experiments in human neocortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2022/09/30
lein_human_pseq_t_gru,Human neocortical patch-seq transcriptomics,Patch-seq transcriptomics,Transcriptomics data from Patch-seq experiments in human neocortex. Use of the data is limited to General Research Use. ,controlled,in progress,2024/04/27
lein_human_pseq_t_limited,Human neocortical patch-seq transcriptomics,Patch-seq transcriptomics,Transcriptomics data from Patch-seq experiments in human neocortex. Use of the data must be related to brain health and disease.,controlled,in progress,2024/04/27
lein_L5_pseq_e,Human Patchseq L5 Ephys,Patch-seq Ephys,Physiology data from human cortex layer 5. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2021/12/23
lein_L5_pseq_m,Human Patchseq L5 Morpho,Patch-seq Morpho,Morphology data from human cortex layer 5. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2022/05/04
lein_L5_pseq_t,Human Patchseq L5 RNAseq,Patch-seq transcriptomics data,Patch-seq data from human cortex layer 5. Data is subject to Data Use Certification.,controlled,complete,2021/12/23
lein_sn_10xv2,Transcriptomic characterization of cell types in human brain: 10x nuclei v2,10x 3' v2 sequencing,Broad transcriptomic survey of ~100 regions of adult postmortem human brain and spinal cord.,open,in progress,2021/12/23
lein_sn_10xv3,Transcriptomic characterization of cell types in human brain: 10x nuclei v3,10x 3' v3 sequencing,Broad transcriptomic survey of ~100 regions of adult postmortem human brain and spinal cord.,open,in progress,2022/05/04
lein_sn_hippocampus,Nuclei collected from human hippocampus using SMART-seq v4,Human hippocampus SSv4,RNA sequencing data from intact nuclei derived from frozen human brain specimens in hippocampus.,open,complete,2022/05/04
lein_sn_SSv4,Transcriptomic characterization of cell types in human brain: SMART-seq v4,SMART-seq v4,Deep transcriptomic analysis of hippocampus and dorsolateral prefrontal cortex.,controlled,in progress,2021/12/23
macosko_bg_multiome_atac_human,10x Genomics Multiome ATAC of the human basal ganglia,10x Genomics Multiome ATAC of the human basal ganglia,10x Genomics Multiome ATAC of the human basal ganglia. Data is subject to Data Use Certification.,controlled,in progress,2022/07/08
macosko_bg_multiome_atac_macaque,10x Genomics Multiome ATAC of the primate basal ganglia,10x Genomics Multiome ATAC of the primate basal ganglia,10x Genomics Multiome ATAC of the macaque basal ganglia. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2023/05/05
macosko_bg_multiome_gex_human,10x Genomics Multiome Gene Expression of the human basal ganglia,10x Genomics Multiome Gene Expression of the human basal ganglia,10x Genomics Multiome Gene Expression of the human basal ganglia. Data is subject to Data Use Certification.,controlled,in progress,2022/07/08
macosko_bg_multiome_gex_macaque,10x Genomics Multiome Gene Expression of the primate basal ganglia,10x Genomics Multiome Gene Expression of the primate basal ganglia,10x Genomics Multiome gene expression of the macaque basal ganglia. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2023/05/05
macosko_bg_shareseq_macaque,SHARE-seq of the primate basal ganglia,SHARE-seq of the macaque basal ganglia,SHARE-seq of the macaque basal ganglia,open,in progress,2021/10/07
macosko_bg_slideseq_histologydataset_human,Histology images of the human basal ganglia,Histology images of the human basal ganglia,Nissl stain histology images of the human basal ganglia. These images complement the Slide-seq array dataset as there is a pre and post histology slide for every three Slide-seq arrays. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2022/09/30
macosko_bg_slideseq_histologydataset_macaque,Histology images of the primate basal ganglia,Histology images of the macaque basal ganglia,Histology images of the macaque basal ganglia. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2021/12/23
macosko_bg_slideseq_human,Slide-seq of the human basal ganglia,Slide-seq of the human basal ganglia,Slide-seq of the human basal ganglia. The Slide-seq arrays were done in triplicate with corresponding pre and post histology slides. Data is subject to Data Use Certification.,controlled,in progress,2022/09/30
macosko_bg_slideseq_macaque,Slide-seq of the primate basal ganglia,Slide-seq of the macaque basal ganglia,Slide-seq of the macaque basal ganglia. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2022/09/30
macosko_bg_wgs_human,Whole genome sequencing of human brain tissue,Whole genome sequencing of human brain tissue,"Whole genome sequencing of human brain tissue aligned to hg38 reference sequence. Samples were sequenced at the Broad Institute's Genomics Platform utilizing custom Broad indices (IDT) and Kapa Biosciences HyperPrep library constuction kit, sequencing on NovaSeq platform.",controlled,in progress,2022/07/08
macosko_mouse_slideseq_histologydataset,Histology images of the mouse brain,Histology images of the mouse brain,Histology images of the mouse brain,open,in progress,2022/09/30
macosko_mouse_slideseq_slideseqdataset,Slide-seq of the mouse brain,Slide-seq of the mouse brain,Slide-seq of the mouse brain,open,in progress,2022/09/30
mop_evo_pseq_e,Cross-species Patchseq L5 physiology,Cross-species Phys,Cross species physiology data from L5 pyramidal neurons in motor cortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2021/12/23
mop_evo_pseq_hu_t,Cross-species Patchseq human L5 transcriptomics,Cross-species transcript,Cross species transcriptomic data from L5 pyramidal neurons in human motor cortex. Data is subject to Data Use Certification.,controlled,complete,2021/12/23
mop_evo_pseq_m,Cross-species Patchseq L5 morphology,Cross-species Morph,Cross species morphology data from L5 pyramidal neurons in motor cortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2022/05/04
mop_evo_pseq_t,Cross-species Patchseq L5 transcriptomics,Cross-species transcript,Cross species transcriptomic data from L5 pyramidal neurons in motor cortex. This data is available under the Creative Commons - Attribution 4.0 International license (CCBY4).,open,complete,2021/12/23
mueller_mouselight,Mouselight imaging of sparsely labeled neurons,Mouselight,The data were generated by imaging sections through the entire mouse brain using serial sections combined with two photon fluorescence imaging of sparsely labeled neurons (MouseLight platform from Janelia).,open,complete,2023/05/05
nowakowski_evobc,Single cell RNA sequencing,10x 3' v3 sequencing,Single-cell dataset from whole brain dissociation for one mouse (MGK_M7). Cells have evolvable barcodes which underwent continuous editing.,open,,2022/09/30
nowakowski_pndev_10xv3,Postnatal development mouse brain data,PNdev mouse brain data,"fastq files for cells collected from two regions (V1S and Thalamus) of the same P14, C57Bl/6J mouse, each split into two libraries for a total of four libraries; bam files created by CellRanger v6.0.0 pooling the two libraries from each region",open,in progress,2021/04/14
osten_ls,"Mapping somato-dendritic morphologies of neurons in the neocortex, piriform cortex and the hippocampal formation",Neuron morphology mapping,Mapping the dendritic morphologies to compare and contrast them in different anatomical regions of the brain.,open,in progress,2022/07/08
osten_stpt,Whole Brain Quantitative Cell-Type Atlasing in Adult Male and Female Mouse,Serial two photon tomography,Serial two photon tomography of brains of fluorescently labeled cell types.,open,in progress,2020/08/25
regev_cisi,Scaling up spatial RNA profiling with compressed sensing,Spatial RNA compressed sensing,Composite In Situ Imaging of 37 genes with 11 composite measurements and validation images in 12 coronal sections of bisected.,open,complete,2020/10/14
ren_pairedtag_human_DNA,Single Cell Multi-omic Analysis of Histone Modifications and Transcriptome in Human Brain (DNA modality),Human brain Paired-Tag (DNA),"This collection contains sequencing data of human brain samples, generated by Paired-Tag, for DNA modalities that cover these histone modifications at single cell resolution: H3K27ac, H3K27me3, H3K4me1, and H3K9me3. ",open,in progress,2022/07/08
ren_pairedtag_human_RNA,Single Cell Multi-omic Analysis of Histone Modifications and Transcriptome in Human Brain (RNA modality),Human brain Paired-Tag (RNA),"This collection contains single cell RNA sequencing data of human brain samples, generated by Paired-Tag, within the same cells as those deposited in the Human brain Paired-Tag (DNA) dataset.",open,in progress,2022/07/08
ren_pairedtag_mouse_adult_DNA,Single Cell Multi-omic Analysis of Histone Modifications and Transcriptome in Adult Mouse Brain (DNA modality),Adult mouse brain Paired-Tag (DNA),"This collection contains sequencing data of adult brain samples, generated by Paired-Tag, for DNA modalities that cover these histone modifications at single cell resolution: H3K27ac, H3K27me3, H3K4me1, and H3K9me3. The following brain regions were profiled: prefrontal cortex, hippocampus, entorhinal cortex, nucleus accumbens, caudate putamen, amygdala, ventral tegmental area, substantia nigra, hypothalamus, and retrosplenial cortex.",open,in progress,2022/06/03
ren_pairedtag_mouse_adult_RNA,Single Cell Multi-omic Analysis of Histone Modifications and Transcriptome in Adult Mouse Brain (RNA modality),Adult mouse brain Paired-Tag (RNA),"This collection contains single cell RNA sequencing data of adult mouse brain samples, generated by Paired-Tag, within the same cells as deposited in the Adult mouse brain Paired-Tag (DNA) dataset. The following brain regions were profiled: prefrontal cortex, hippocampus, entorhinal cortex, nucleus accumbens, caudate putamen, amygdala, ventral tegmental area, substantia nigra, hypothalamus, and retrosplenial cortex.",open,in progress,2022/06/03
ren_pairedtag_mouse_dev_DNA,Single Cell Multi-omic Analysis of Histone Modifications and Transcriptome in Developmental Mouse Brain (DNA modality),Developmental mouse brain Paired-Tag (DNA),"This collection contains sequencing data of developmental mouse brain samples, generated by Paired-Tag, for DNA modalities that cover these histone modifications at single cell resolution: H3K27ac, H3K27me3, H3K4me1, and H3K9me3. The following brain regions were profiled: frontal cortex, hippocampus, and striatal formation. Samples were collected at the following timepoints: e14.5, e16.5, P0, P14, and P28.",open,in progress,2022/06/03
ren_pairedtag_mouse_dev_RNA,Single Cell Multi-omic Analysis of Histone Modifications and Transcriptome in Developmental Mouse Brain (RNA modality),Developmental mouse brain Paired-Tag (RNA),"This collection contains single cell RNA sequencing data of developmental mouse brain samples, generated by Paired-Tag, within the same cells as deposited in the Developmental mouse brain Paired-Tag (DNA) dataset. The following brain regions were profiled: frontal cortex, hippocampus, and striatal formation. Samples were collected at the following timepoints: e14.5, e16.5, P0, P14, and P28.",open,in progress,2022/06/03
roussos_hu_multiome_atac,10x single nucleus Multiome ATAC of the human dentate gyrus,10x single nucleus Multiome ATAC,10x single nucleus Multiome ATAC of the human dentate gyrus,open,in progress,
roussos_hu_multiome_gex,10x single nucleus Multiome Gene Expression of the human dentate gyrus,10x single nucleus Multiome Gene Expression,10x single nucleus Multiome Gene Expression of the human dentate gyrus,open,in progress,
roussos_hu_multiome_seqfish,seqFISH+ of the human dentate gyrus,seqFISH+,seqFISH+ of the human dentate gyrus,open,in progress,
sestan_multiome_10x_human,Adult human single-nucleus multiome sequencing,Adult human snMultiome,Single nucleus multiome data (ATAC+gene expression) from human prefrontal cortex. Data is subject to Data Use Certification.,controlled,complete,2022/09/30
sestan_multiome_10x_nhp,Adult non-human primate single-nucleus multiome sequencing,Adult nhp snMultiome,Single nucleus multiome data (ATAC+gene expression) from nhp multiple brain regions. Data available under Creative Commons - Attribution 4.0 International license (CCBY4).,controlled,complete,2022/09/30
sestan_sc_10xv2_nhp_dev,Developing Nonhuman Primate single cell 10xv2 RNA sequencing,Developing NHP 10xv2 scRNA-seq,Single cell RNA-seq data from multiple brain regions of developing macaque brain. Data available under Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2023/05/05
sestan_sc_10xv3_nhp_dev,Developing Nonhuman Primate single cell 10xv3 RNA sequencing,Developing NHP 10xv3 scRNA-seq,Single cell RNA-seq data from multiple brain regions of developing macaque brain. Data available under Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2023/05/05
sestan_sn_10xv3_human,Adult Human single nucleus 10xv3 RNA sequencing,Human 10xv3 snRNA-seq,Single nuclear RNA-seq data from multiple regions of human adult brain. Data is subject to Data Use Certification.,controlled,in progress,2022/09/30
sestan_sn_10xv3_human_pfc,Adult Human single nucleus 10xv3 RNA sequencing,Human 10xv3 snRNA-seq,Single nuclear RNA-seq data from dorsolateral prefrontal cortex of human adult brain. Data is subject to Data Use Certification.,controlled,in progress,2022/09/30
sestan_sn_10xv3_nhp_adult,Adult Nonhuman Primate single nucleus 10xv3 RNA sequencing,Adult NHP 10xv3 snRNA-seq,Single nuclear RNA-seq data from multiple regions of NHP adult brain. Data available under Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2022/09/30
sestan_sn_10xv3_nhp_adult_pfc,Adult Nonhuman Primate single nucleus 10xv3 RNA sequencing,Adult NHP 10xv3 snRNA-seq,Single nuclear RNA-seq data from dorsolateral prefrontal cortex of NHP adult brain. Data available under Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2022/09/30
sestan_sn_10xv3_pig,Adult pig single nucleus 10xv3 RNA sequencing,Pig 10xv3 snRNA-seq,Single nuclear RNA-seq data from Hippocampus region of pig adult brain. Data available under Creative Commons - Attribution 4.0 International license (CCBY4).,open,in progress,2022/09/30
shepherd_rnafish_rna,Human olfactory system - TempO-seq,Human olfactory bulb,TempO-Seq targeted whole transcriptome sequencing of human olfactory bulb and tract.,open,in progress,2022/05/04
siletti_abca_10x,Transcriptomic diversity of cell types in adult human brain,Human braincell type diversity,10x v3 single-nucleus RNA sequencing data from the adult human brain. This collection contains more than three million cells sampled from ~100 dissections. Files in this collection include raw fastq files. Available under CC-BY-4.0.,open,complete,2024/02/08
snyder-mackler_macaque_scATAC,Single cell transcriptional and epigenomic atlas of the rhesus macaque brain,Rhesus Macaque - sci-ATAC-seq3,This dataset includes files from ATAC sequencing of sci-ATAC-seq3 data of the rhesus macaque brain,open,in progress,2022/09/30
snyder-mackler_macaque_scRNA,Single cell transcriptional and epigenomic atlas of the rhesus macaque brain,Rhesus Macaque - sci-RNA-seq3,This dataset includes files from RNA sequencing of sci-RNA-seq3 data of the rhesus macaque brain,open,in progress,2021/10/07
tasic_ATACseq,Chromatin accessibility data from mouse V1,ATACseq,Single cell ATAC seq data from mouse V1.,open,in progress,2020/08/25
tasic_sc_SSv4,Enhancer virus characterization in mouse VISp(V1) with SMART-seq v4,Enhancer validation in mouse using SMART-seq v4,Cell type-specific regulatory elements were incorporated into AAV viruses and delivered into the brains of reporter mice. To characterize the cell type-specificty of the enhancers reporter mice were injected the AAV. Virus-infected cells were isolated from the brain by fluorescence activated sorting of cells was performed based on expression of fluorescent reporter labels and sorted into into separate tubes. Isolated cells were processed for single cell RNA sequencing using SMARTer v4. This method enables tracking of dissection location and high gene detection per cell to identify fine differences in gene expression and highly selective marker genes.,open,in progress,2022/09/30
tasic_stpt,Imaging of enhancer virus labeling,STPT,Serial two photon tomography characterizating fluorescent reporter expression from enhancer viruses in mouse brain.,open,in progress,2022/09/30
tilgner_10x_scRNA,Short read sequencing data obtained from Illumina,10x scRNA seq,Illumina sequencing of fragmented 10x cDNA libraries obtained from two replicates each of 5 brain regions and multiple developmental timepoints,open,in progress,2023/05/05
tilgner_human_10x_snRNA,Short read sequencing data obtained from Illumina,10x snRNA seq,"Illumina sequencing of fragmented 10x cDNA libraries obtained from 6 adult human hippocampual tissue (3M, 3F)",open,in progress,2023/05/05
tilgner_human_sn_ont,Long read sequencing data for human samples obtained from Oxford Nanopore Technologies (ONT),ONT human snRNA Seq,"Long read data sequenced on the Oxford Nanopore Technologies (ONT) platform for full-length cDNA obtained from 6 adult human hippocampual tissue (3M, 3F)",open,in progress,2023/05/05
tilgner_sc_ONT,Long read sequencing data obtained from Oxford Nanopore Technologies (ONT),ONT,Long read data sequenced on the Oxford Nanopore Technologies (ONT) platform for full-length cDNA obtained from two replicates each of 5 brain regions and multiple developmental timepoints,open,in progress,2023/05/05
tilgner_sc_pb,Long read sequencing data obtained from Pacific Biosciences (PB),PB,Long read data sequenced on the Pacific Biosciences (PB) platform for full-length cDNA obtained from two replicates each of 5 brain regions and multiple developmental timepoints,open,in progress,2023/05/05
yang_morf_cells,Reconstructions of MORF-labeled neurons,Cell reconstructions,Reconstructions of MORF-labeled neurons.,open,in progress,2023/05/05
yang_MORF_confocal,Dendritome mapping of genetically-defined and sparsely-labeled cortical and striatal projection neurons,Dendritome mapping,"Imaging of mouse tissue labeled by Mosaicism with Repeat Frameshift (MORF), which enables sparsely and stochastically labeling of genetically-defined neurons in mice.",open,in progress,2023/05/05
zeng_anderson_sc_10xv2,Transcriptomic cell types of ventromedial hypothalamus in the mouse: 10x cells,10x 3' v2 sequencing,Single-cell RNA sequencing.,open,complete,2019/10/15
zeng_anderson_sc_10xv3,10x 3' v3 sequencing in VMHvl in female mouse,10x 3' v3 sequencing,"Single cell characterization of VMHvl in virgin, lactating and post-lactation female mice",open,complete,2022/09/30
zeng_expr_char,Transgene Expression Data By Serial Two Photon Tomography,Serial two photon tomography,Serial two photon tomography of specific transgenic lines to support CCF annotation.,open,complete,2018/12/12
zeng_fmost,Full morphology in the mouse brain fMOST,fMOST,High voxel resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method.,open,in progress,2023/05/05
zeng_fmost_cells,Full morphology single cell reconstructions in mouse whole brain fMOST images,cell reconstructions,Reconstructed neurons based on fMOST imaging.,open,in progress,2022/09/30
zeng_he_sn_RNAseq_SPN,A transcriptomic taxonomy of mouse brain-wide spinal projecting neurons,Mouse SPN Taxonomy - 10x,"The brain controls nearly all bodily functions via spinal projecting neurons (SPNs) that carry command signals from the brain to the spinal cord. However, a comprehensive molecular characterization of brain-wide SPNs is still lacking. Here, we transcriptionally profiled a total of 65,002 SPNs, identified 76 region-specific SPN types, and mapped these types into a companion atlas of the whole mouse brain. This taxonomy reveals a three-component organization of SPNs: (1) molecularly homogeneous excitatory SPNs from the cortex, red nucleus, and cerebellum with somatotopic spinal terminations suitable for point-to-point communication; (2) heterogeneous populations in the reticular formation with broad spinal termination patterns, suitable for relaying commands related to the activities of the entire spinal cord; and (3) modulatory neurons expressing slow-acting neurotransmitters and/or neuropeptides in the hypothalamus, midbrain, and reticular formation for gain control of brain-spinal signals. Further, this atlas revealed a LIM homeobox transcription factor code that parcellates the reticulospinal neurons into five molecularly distinct and spatially segregated populations.Finally, we found transcriptional signatures of a subset of SPNs with large soma size and correlated these with fast-firing electrophysiological properties. Together, this study establishes a comprehensive taxonomy of brain-wide SPNs and provides insight into the functional organization of SPNs in mediating brain control of bodily functions.",open,complete,2024/02/14
zeng_he_sn_SSv4_SPN,A transcriptomic taxonomy of mouse brain-wide spinal projecting neurons,Mouse SPN Taxonomy - SSv4,"The brain controls nearly all bodily functions via spinal projecting neurons (SPNs) that carry command signals from the brain to the spinal cord. However, a comprehensive molecular characterization of brain-wide SPNs is still lacking. Here, we transcriptionally profiled a total of 65,002 SPNs, identified 76 region-specific SPN types, and mapped these types into a companion atlas of the whole mouse brain. This taxonomy reveals a three-component organization of SPNs: (1) molecularly homogeneous excitatory SPNs from the cortex, red nucleus, and cerebellum with somatotopic spinal terminations suitable for point-to-point communication; (2) heterogeneous populations in the reticular formation with broad spinal termination patterns, suitable for relaying commands related to the activities of the entire spinal cord; and (3) modulatory neurons expressing slow-acting neurotransmitters and/or neuropeptides in the hypothalamus, midbrain, and reticular formation for gain control of brain-spinal signals. Further, this atlas revealed a LIM homeobox transcription factor code that parcellates the reticulospinal neurons into five molecularly distinct and spatially segregated populations.Finally, we found transcriptional signatures of a subset of SPNs with large soma size and correlated these with fast-firing electrophysiological properties. Together, this study establishes a comprehensive taxonomy of brain-wide SPNs and provides insight into the functional organization of SPNs in mediating brain control of bodily functions.",open,complete,2024/02/14
zeng_mouselight,MouseLight imaging,MouseLight,MouseLight imaging.,open,in progress,2020/02/06
zeng_multiome_ATACseq,U19 Zeng transcriptomics - Transcriptomic cell types in the mouse brain: 10x multiome - RNAseq,10x Multiome - ATACseq data,Epigenomic data (ATACseq) collected using the 10x Genomics Multiome technique.,open,complete,2023/08/18
zeng_multiome_RNAseq,U19 Zeng transcriptomics - Transcriptomic cell types in the mouse brain: 10x multiome - RNAseq,10x Multiome - RNAseq data,Transcriptomic data (RNAseq) collected using the 10x Genomics Multiome technique.,open,complete,2023/08/18
zeng_retro,Retrograde trans-synaptic imaging,Retrograde trans-synaptic,Serial two photon tomography of brains labeled by retrograde trans-synaptic.,open,in progress,2022/05/04
zeng_sc_10xv2,Transcriptomic cell types in the mouse brain: 10x v2 cells,10x 3' v2 sequencing,Single cell characterization in mouse brain using 10x 3' v2 sequencing.,open,complete,2023/05/05
zeng_sc_10xv3,Transcriptomic cell types in the mouse brain: 10x v3 cells,10x 3' v3 sequencing,Single cell characterization in mouse brain using 10x 3' v3 sequencing.,open,in progress,2023/05/05
zeng_sc_SSv4,Transcriptomic cell types in the mouse brain: SMART-seq cells,SMART-seq v4,Single cell characterization in mouse brain using SMART-seq v4.,open,in progress,2023/05/05
zeng_sn_10xv2,Transcriptomic cell types in the mouse brain: 10x nuclei,10x 3' v2 sequencing,Single nucleus characterization in mouse brain using 10x 3' v2 sequencing.,open,complete,2023/05/05
zeng_sn_10xv3,Transcriptomic cell types in the mouse brain: 10x nuclei,10x 3' v3 sequencing,Single nucleus characterization in mouse brain using 10x 3' v3 sequencing.,open,complete,2023/05/05
zeng_sn_SSv4,Transcriptomic cell types in the mouse brain: SMART-seq nuclei,SMART-seq v4,Single nucleus characterization in mouse brain using SMART-seq v4.,open,in progress,2023/05/05
zeng_tolias_pseq_e,Patch-seq of mouse motor cortex: electrophysiology,Patch-seq Electrophysiology,Patch-clamp electrophysiology recordings.,open,,2021/12/23
