Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,bcdc_sample_id,sample_id,Files per Sample
CEMBA190219_9H,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CA1;CA2;CA3,cell nucleus,1319,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q2,CEMBA190219_9H,CEMBA190219_9H,3959
CEMBA190219_9J,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,DG,cell nucleus,1226,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q2,CEMBA190219_9J,CEMBA190219_9J,3688
CEMBA190305_11E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CA1;CA2;CA3,cell nucleus,1305,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q2,CEMBA190305_11E,CEMBA190305_11E,3935
CEMBA190305_11F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,DG,cell nucleus,1324,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q2,CEMBA190305_11F,CEMBA190305_11F,3981
CEMBA190314_12B,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,VISp;VISl;VISli,cell nucleus,1152,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q2,CEMBA190314_12B,CEMBA190314_12B,3465
CEMBA190325_12B,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,VISp;VISl;VISli,cell nucleus,1305,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q2,CEMBA190325_12B,CEMBA190325_12B,3922
CEMBA180925_5E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CP,cell nucleus,1364,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA180925_5E,CEMBA180925_5E,4094
CEMBA181206_5E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CP,cell nucleus,1240,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA181206_5E,CEMBA181206_5E,2484
CEMBA190205_5A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,ACA,cell nucleus,1291,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190205_5A,CEMBA190205_5A,3875
CEMBA190207_5J,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,LSX,cell nucleus,1242,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190207_5J,CEMBA190207_5J,3726
CEMBA190307_5A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,ACA,cell nucleus,1184,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190307_5A,CEMBA190307_5A,3558
CEMBA190314_11B,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,VISp;VISI,cell nucleus,1208,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190314_11B,CEMBA190314_11B,3625
CEMBA190325_11B,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,VISp;VISI,cell nucleus,1374,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190325_11B,CEMBA190325_11B,4149
CEMBA190326_9B,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,VISam;VISa;VISd,cell nucleus,1350,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190326_9B,CEMBA190326_9B,4062
CEMBA190326_9D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,AUDp;AUDv,cell nucleus,1383,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190326_9D,CEMBA190326_9D,4153
CEMBA190404_9B,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,VISam;VISa;VISd,cell nucleus,587,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190404_9B,CEMBA190404_9B,2027
CEMBA190404_9D,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,AUDp;AUDv,cell nucleus,556,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190404_9D,CEMBA190404_9D,1670
CEMBA190423_10G,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,LP;SGN;LGd;PoT;SPFp;LGv,cell nucleus,1114,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190423_10G,CEMBA190423_10G,3344
CEMBA190523_10G,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,LP;SGN;LGd;PoT;SPFp;LGv,cell nucleus,1252,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q3,CEMBA190523_10G,CEMBA190523_10G,3772
CEMBA190423_10A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1148,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190423_10A,CEMBA190423_10A,3445
CEMBA190525_10A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1286,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190525_10A,CEMBA190525_10A,3878
CEMBA190625_10E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CA1;CA2;CA3,cell nucleus,484,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190625_10E,CEMBA190625_10E,1452
CEMBA190625_10F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,DG,cell nucleus,1252,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190625_10F,CEMBA190625_10F,3836
CEMBA190627_10E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CA1;CA2;CA3,cell nucleus,1252,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190627_10E,CEMBA190627_10E,3797
CEMBA190627_10F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,DG,cell nucleus,1211,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190627_10F,CEMBA190627_10F,3636
CEMBA190711_8E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CA1;CA2;CA3,cell nucleus,1357,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190711_8E,CEMBA190711_8E,4073
CEMBA190711_8J,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,DG,cell nucleus,1387,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190711_8J,CEMBA190711_8J,4167
CEMBA190716_8E,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,CA1;CA2;CA3,cell nucleus,1316,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190716_8E,CEMBA190716_8E,3949
CEMBA190716_8J,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,DG,cell nucleus,988,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2019Q4,CEMBA190716_8J,CEMBA190716_8J,2969
CEMBA190411_10C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,AUDd;AUDpo;AUDp;AUDv,cell nucleus,1315,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190411_10C,CEMBA190411_10C,3937
CEMBA190418_10C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,AUDd;AUDpo;AUDp;AUDv,cell nucleus,1271,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190418_10C,CEMBA190418_10C,3811
CEMBA190530_11C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,AUDpo;AUDv,cell nucleus,1224,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190530_11C,CEMBA190530_11C,3664
CEMBA190530_9C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SSp;SSs,cell nucleus,1301,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190530_9C,CEMBA190530_9C,3901
CEMBA190620_11C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,AUDpo;AUDv,cell nucleus,1569,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190620_11C,CEMBA190620_11C,4185
CEMBA190620_9C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SSp;SSs,cell nucleus,1376,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190620_9C,CEMBA190620_9C,4120
CEMBA190702_7G,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,LD;MD;AMd,cell nucleus,1386,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190702_7G,CEMBA190702_7G,4152
CEMBA190702_9A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1422,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190702_9A,CEMBA190702_9A,4260
CEMBA190709_7G,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,LD;MD;AMd,cell nucleus,1341,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190709_7G,CEMBA190709_7G,4017
CEMBA190709_9A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,674,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190709_9A,CEMBA190709_9A,2008
CEMBA190718_8F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RT;VPM;VM;VAL,cell nucleus,1403,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190718_8F,CEMBA190718_8F,4209
CEMBA190723_8F,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RT;VPM;VM;VAL,cell nucleus,1408,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q1,CEMBA190723_8F,CEMBA190723_8F,4218
CEMBA190725_13A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,VISp+VISl+VISpor,cell nucleus,1071,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA190725_13A,CEMBA190725_13A,4414
CEMBA191107_11A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1416,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA191107_11A,CEMBA191107_11A,4361
CEMBA191107_8A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1451,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA191107_8A,CEMBA191107_8A,4438
CEMBA191114_11A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1361,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA191114_11A,CEMBA191114_11A,4255
CEMBA191114_8A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,RSP,cell nucleus,1411,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA191114_8A,CEMBA191114_8A,3914
CEMBA191205_7C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SSs,cell nucleus,1468,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA191205_7C,CEMBA191205_7C,4470
CEMBA191205_8C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SSs,cell nucleus,1393,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA191205_8C,CEMBA191205_8C,4316
CEMBA191212_7C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SSs,cell nucleus,1477,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA191212_7C,CEMBA191212_7C,4487
CEMBA191212_8C,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,SSs,cell nucleus,1460,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA191212_8C,CEMBA191212_8C,4456
CEMBA200102_13A,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,VISp+VISl+VISpor,cell nucleus,1777,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA200102_13A,CEMBA200102_13A,4410
CEMBA200312_6H,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,HY,cell nucleus,1425,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA200312_6H,CEMBA200312_6H,4377
CEMBA200319_6H,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,HY,cell nucleus,1445,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q3,CEMBA200319_6H,CEMBA200319_6H,4415
CEMBA200319_8K,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,HY (DMH+LHA+VMH),cell nucleus,1462,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q4,CEMBA200319_8K,CEMBA200319_8K,345
CEMBA190725_10B,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,(VISam+VISpm+VISp+VISrl+VISal),cell nucleus,1376,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2,CEMBA190725_10B,CEMBA190725_10B,4131
CEMBA190730_10B,specimen,mouse,NCBI:txid10090,,,,,,wt/wt,epigenomics,mC-seq2,(VISam+VISpm+VISp+VISrl+VISal),cell nucleus,794,Salk Institute for Biological Studies,Joseph Ecker,1U19MH114831-01,ecker_sn_mCseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/methylation/,,2020Q2,CEMBA190730_10B,CEMBA190730_10B,3006
