web_resource_reference_id,web_resource_type,web_resource_title,web_resource_short_title,universal_resource_locator
https://dx.doi.org/10.17504/protocols.io.bavuie6w,view,10x Act-Seq Tissue Preparation Protocol,10x Act-Seq Tissue Preparation Protocol,https://dx.doi.org/10.17504/protocols.io.bavuie6w
https://doi.org/10.1101/2020.10.27.357186,view,Fast volumetric mapping of human brain slices,Fast volumetric mapping of human brain slices,https://doi.org/10.1101/2020.10.27.357186
https://doi.org/10.1101/2021.07.18.452829,view,3D molecular phenotyping of cleared human brain tissues with light-sheet fluorescence microscopy,3D molecular phenotyping of cleared human brain tissues with light-sheet fluorescence microscopy,https://doi.org/10.1101/2021.07.18.452829
https://dandiarchive.org/dandiset/000108/,download,DANDI: Distributed Archives for Neurophysiology Data Integration,DANDI,https://dandiarchive.org/dandiset/000108/
https://dx.doi.org/10.17504/protocols.io.bzdsp26e,view,SNARE-seq2 V.4,SNARE-seq2 V.4,https://dx.doi.org/10.17504/protocols.io.bzdsp26e
https://dx.doi.org/10.17504/protocols.io.brdjm24n,view,Nextera XT at 0.2X On the Mantis V.2,Nextera XT at 0.2X On the Mantis V.2,https://dx.doi.org/10.17504/protocols.io.brdjm24n
https://dx.doi.org/10.17504/protocols.io.7d5hi86,view,SMARTerV4 (0.5x) Amplification for single-cell or single-nuclei RNASeq Protocol,SMARTerV4 (0.5x) Amplification for single-cell or single-nuclei RNASeq Protocol,https://dx.doi.org/10.17504/protocols.io.7d5hi86
https://dx.doi.org/10.17504/protocols.io.7d6hi9e,view,SMARTerV4 (1x) Amplification for single-cell or single-nuclei RNASeq Protocol,SMARTerV4 (1x) Amplification for single-cell or single-nuclei RNASeq Protocol,https://dx.doi.org/10.17504/protocols.io.7d6hi9e
https://dx.doi.org/10.17504/protocols.io.bq6wmzfe,view,Slice Preparation with Tissue Dissociation - Mouse Protocol V.2,Slice Preparation with Tissue Dissociation - Mouse Protocol V.2,https://dx.doi.org/10.17504/protocols.io.bq6wmzfe
https://nda.nih.gov/ndapublicweb/Documents/NDA+Data+Access+Request+DUC+FINAL.pdf,information,NIMH Data Archive Data Use Certification,NDA Data Use Certification,https://nda.nih.gov/ndapublicweb/Documents/NDA+Data+Access+Request+DUC+FINAL.pdf
https://dx.doi.org/10.17504/protocols.io.bsfdnbi6,view,Mouse Whole Cell Tissue Processing for 10x Genomics Platform V.8,Mouse Whole Cell Tissue Processing for 10x Genomics Platform V.8,https://dx.doi.org/10.17504/protocols.io.bsfdnbi6
https://dx.doi.org/10.17504/protocols.io.bq7cmziw,view,10xV3 Genomics Sample Processing Protocol V.2,10xV3 Genomics Sample Processing Protocol V.2,https://dx.doi.org/10.17504/protocols.io.bq7cmziw
https://doi.org/10.1126/science.aat7615,view,Integrative functional genomic analysis of human brain development and neuropsychiatric risks,Integrative functional genomic analysis of human brain development and neuropsychiatric risks,https://doi.org/10.1126/science.aat7615
https://dx.doi.org/10.17504/protocols.io.metc3en,view,RNA Imaging with MERFISH - Data Analysis,RNA Imaging with MERFISH,https://dx.doi.org/10.17504/protocols.io.metc3en
https://dx.doi.org/10.17504/protocols.io.bq7emzje,view,Isolation of Nuclei from Adult Mouse Brain Tissue Protocol V.2,Isolation of Nuclei from Adult Mouse Brain Tissue Protocol V.2,https://dx.doi.org/10.17504/protocols.io.bq7emzje
https://dx.doi.org/10.17504/protocols.io.be4cjgsw,view,FACS Single Cell Sorting V.4,FACS Single Cell Sorting V.4,https://dx.doi.org/10.17504/protocols.io.be4cjgsw
https://doi.org/10.1038/s41592-021-01060-3,view,Joint profiling of histone modifications and transcriptome in single cells from mouse brain,Paired-Tag,https://doi.org/10.1038/s41592-021-01060-3
https://doi.org/10.1038/s41592-019-0547-z,view,Simultaneous profiling of 3D genome structure and DNA methylation in single human cells,Simultaneous profiling of 3D genome structure and DNA methylation in single human cells,https://doi.org/10.1038/s41592-019-0547-z
https://assets.ctfassets.net/an68im79xiti/1eX2FPdpeCgnCJtw4fj9Hx/7cb84edaa9eca04b607f9193162994de/CG000204_ChromiumNextGEMSingleCell3_v3.1_Rev_D.pdf,view,Chromium Next GEM Single Cell 3' Reagent Kits v3.1,Chromium 10xv3 Protocol v3.1,https://assets.ctfassets.net/an68im79xiti/1eX2FPdpeCgnCJtw4fj9Hx/7cb84edaa9eca04b607f9193162994de/CG000204_ChromiumNextGEMSingleCell3_v3.1_Rev_D.pdf
https://www.pacb.com/wp-content/uploads/Iso-Seq-Express-Library-Preparation-Using-SMRTbell-Express-Template-Prep-Kit-2.0-%E2%80%93-Customer-Training.pdf,view,Iso-Seq Express Library Preparation Using SMRTbell Express Template Prep Kit 2.0,PacBio Iso-Seq Protocol,https://www.pacb.com/wp-content/uploads/Iso-Seq-Express-Library-Preparation-Using-SMRTbell-Express-Template-Prep-Kit-2.0-%E2%80%93-Customer-Training.pdf
http://data.nemoarchive.org/biccn/grant/u01_lein/linnarsson/transcriptome/sncell/,download,NeMO Data Archive,NeMO,http://data.nemoarchive.org/biccn/grant/u01_lein/linnarsson/transcriptome/sncell/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/arctic_ground_squirrel/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/arctic_ground_squirrel/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/armadillo/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/armadillo/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/domestic_cat/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/domestic_cat/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/domestic_ferret/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/domestic_ferret/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/small-eared_galago/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/small-eared_galago/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/green_monkey/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/green_monkey/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/pig_tailed_macaque/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/pig_tailed_macaque/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/opossum/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/opossum/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/owl_monkey/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/owl_monkey/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/pig/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/pig/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rabbit/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rabbit/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rat/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rat/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/common_tree_shrew/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/common_tree_shrew/
http://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/scell/PATCHseq/human/raw/,download,NeMO Data Archive,NeMO,http://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/scell/PATCHseq/human/raw/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/SSv4/human,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/SSv4/human
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/arctic_ground_squirrel/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/arctic_ground_squirrel/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/armadillo/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/armadillo/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/green_monkey/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/green_monkey/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/pig_tailed_macaque/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/pig_tailed_macaque/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/opossum/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/opossum/
https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/squirrel_monkey/,download,NeMO Data Archive,NeMO,https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/bulk/pacbio/squirrel_monkey/
https://www.biospyder.com/tempo-seq-workflow,view,TempO-Seq Workflow,TempO-Seq Workflow,https://www.biospyder.com/tempo-seq-workflow
